index,Country,Area,Location,LAT,LONG,methode
3204,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,-33.9617051,25.6207519,locatie
3205,REUNION,Grand'Anse,Petite-Ile,47.7934306,-64.7951427,locatie
3206,AUSTRALIA,Western Australia,Lancelin,-31.0225285,115.3301909,locatie
3207,SOUTH AFRICA,KwaZulu-Natal,Mnini,-3.2889602,37.3540536,locatie
3208,BRAZIL,Pernambuco,Piedade,-23.7074096,-47.4252319,locatie
3209,USA,Oregon,Off Umpqua River,43.9792797,-120.737257,countryarea
3210,USA,California,"Moonstone Beach, Humboldt County",41.029767,-124.110057,locatie
3211,MEXICO,,,alleen land bekend,alleen land bekend,error
3212,USA,North Carolina,"Ocean Isle, Brunswick County",33.8943393,-78.426672,locatie
3213,USA,Hawaii,"Puamana, Lahaina, Maui",19.593801499999998,-155.42837009716908,countryarea
3214,SPAIN,Canary Islands,"San Juan de la Rambla, Tenerife",28.35197555,-16.623953061265908,locatie
3215,USA,New Jersey,"Ocean City, Cape May County",39.2776156,-74.5746001,locatie
3216,USA,Delaware,Dewey Beach,38.691184,-75.0752724,locatie
3217,USA,North Carolina,"Emerald Isle Pier (near Morehead City), Carteret County",35.6729639,-79.0392919,countryarea
3218,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
3219,USA,California,"Off San Clemente Island, Los Angeles County",36.7014631,-118.755997,countryarea
3220,SOUTH AFRICA,Eastern Cape Province,Fuller’s Bay,-33.0578717,27.8643887,locatie
3221,JAMAICA,St. Mary's Parish,"Priestman's River area, East Portland",error,error,error
3222,PHILIPPINES,Romblon Province,"Maestre de Campo Island, 120 miles south of Manila",13.8812115,121.2453749,countryarea
3223,MEXICO,Sinaloa,Mazatlán,23.2313053,-106.4153144,locatie
3224,SOUTH AFRICA,KwaZulu-Natal,Umdhloti,-28.503833,30.8875009,countryarea
3225,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",-22.9110137,-43.2093727,countryarea
3226,PHILIPPINES,,250 miles southwest of Manila,error,error,error
3227,SOUTH AFRICA,Western Cape Province,Velddrif,-32.785556,18.180556,locatie
3228,SOUTH AFRICA,KwaZulu-Natal,Ballito,-29.543864,31.214517,locatie
3229,KENYA,Lamu Archipelago,South of Lamu Island,-2.2711766,40.9033165,countryarea
3230,SOUTH AFRICA,KwaZulu-Natal,Anstey’s,52.6731584,-1.1957965808028361,locatie
3231,SOUTH AFRICA,Eastern Cape Province,Sardinia Bay,-34.0358605,25.5028049,locatie
3232,SOUTH AFRICA,Eastern Cape Province,King’s Beach,-33.9689628,25.64563889658681,locatie
3233,CHILE,Los Vilos,"Punta Negra, Pichidangui",-31.9121611,-71.5138887,countryarea
3234,NORTH ATLANTIC OCEAN,,Onboard swordfish trawler,error,error,error
3235,GREECE,Island of Kos,,36.79545565,27.08849007034415,area
3236,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,-32.9731677,27.958663,locatie
3237,TONGA,Ha'api,Ha'ano Island,-19.671585450000002,-174.28101823724964,locatie
3238,SOUTH AFRICA,Eastern Cape Province,Kenton-on-Sea,-33.6828572,26.6717068,locatie
3239,PORTUGAL,Madeira Islands,"Sao Jorge, Madeira Island",30.146254149999997,-15.866860663342404,countryarea
3240,SOUTH CHINA SEA,,,alleen land bekend,alleen land bekend,error
3241,USA,Oregon,"Haystack Rock, Cannon Beach, Clatsop County",45.8930527,-123.96215514808253,locatie
3242,SOUTH AFRICA,Western Cape Province,Macassar,-5.1342962,119.4124282,locatie
3243,SOUTH AFRICA,Eastern Cape Province,Algoa Bay,-33.9122222,25.6272222,locatie
3244,AUSTRALIA,New South Wales,Byron Bay,-28.6483333,153.6177778,locatie
3245,HONG KONG,,Mirs Bay,22.48988395,114.4011686786859,locatie
3246,HONG KONG,Ho Ha Wan Marine Park,,22.28269785,114.22488518369168,area
3247,USA,Florida,"Daytona Beach, Volusia County",29.2108147,-81.0228331,locatie
3248,THAILAND,Southern Thailand,,14.4867577,121.0235512,area
3249,USA,Florida,10 miles off Cape Canaveral,27.7567667,-81.4639835,countryarea
3250,USA,Florida,"Fort Walton Beach, Okaloosa County",30.4057552,-86.618842,locatie
3251,SOUTH AFRICA,Western Cape Province,"Hangklip, False Bay",-33.546977,20.72753,countryarea
3252,SOUTH AFRICA,KwaZulu-Natal,Mbibi,-28.503833,30.8875009,countryarea
3253,NEW CALEDONIA,North Province,Ile Yandé (between Poum and Bélep),-20.1472512,164.12375677974939,countryarea
3254,NEW CALEDONIA,North Province,Balade,8.9,12.766667,locatie
3255,USA,Florida,"Public Beach (Carlin Park), Jupiter, Palm Beach County",27.7567667,-81.4639835,countryarea
3256,USA,Florida,"Municipal Beach, Boyton Beach, Palm Beach County",27.7567667,-81.4639835,countryarea
3257,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",26.7850625,-80.0375408,locatie
3258,USA,California,"Ano Nuevo Island, San Mateo, County",37.10829805,-122.33682377207748,locatie
3259,SOUTH AFRICA,Western Cape Province,Seal Island,43.4159283,-66.012065,locatie
3260,NEW CALEDONIA,Grand Terre,"Five Mile Beach, I'le Ouen",-21.235568649999998,165.24462217176813,countryarea
3261,SOUTH AFRICA,Eastern Cape Province,Port Alfred,-33.5981844,26.8914772,locatie
3262,USA,Hawaii,"South Kohala, Hawai'i",19.593801499999998,-155.42837009716908,countryarea
3263,AUSTRALIA,Queensland,Bribie Island,-26.963239899999998,153.1195457927135,locatie
3264,SOUTH AFRICA,KwaZulu-Natal,Sodwana,-27.5678541,32.6531764,locatie
3265,USA,Hawaii,"Ewa, O'ahu",19.593801499999998,-155.42837009716908,countryarea
3266,USA,Florida,"Jupiter, Palm Beach County",26.9342246,-80.0942087,locatie
3267,SOUTH AFRICA,KwaZulu-Natal,"Fishing camp, St. Lucia Estuary",-28.503833,30.8875009,countryarea
3268,SOUTH AFRICA,Western Cape Province,"Miller's Point, False Bay",-33.546977,20.72753,countryarea
3269,ITALY,Tyrrhenian Sea,Capo d'Anzio,41.4462018,12.6295769,locatie
3270,AUSTRALIA,Tasmania,"Cape Pillar, Storm Bay",-42.035067,146.6366887,countryarea
3271,USA,California,"Pajaro Dunes, Santa Cruz County",36.8673852,-121.8183169,locatie
3272,USA,Florida,Florida Straits,30.0433016,-81.6183208,locatie
3273,USA,South Carolina,,33.6874388,-80.4363743,area
3274,USA,California,"Newport Beach, Orange County",33.6170092,-117.9294401,locatie
3275,USA,Florida,"South of Neptune Beach, Duval County",27.7567667,-81.4639835,countryarea
3276,USA,Florida,"Neptune Beach, Duval County",30.311908,-81.3964734,locatie
3277,ITALY,Golfo de Venezia,Acqua alta research platform,38.020589,12.8810861,countryarea
3278,MARSHALL ISLANDS,Ralik Archipelago,Enewetak Atoll,11.5141037,162.06439324194528,locatie
3279,MARSHALL ISLANDS,Ralik Archipelago,Enewetak Atoll,11.5141037,162.06439324194528,locatie
3280,AUSTRALIA,Tasmania,Beechford,42.021203,-74.2704248,locatie
3281,SOUTH AFRICA,Eastern Cape Province,"Gulu Deep, East London",-32.2171831,26.6386401,countryarea
3282,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",-33.546977,20.72753,countryarea
3283,SOUTH AFRICA,Western Cape Province,"Miller's Point, False Bay",-33.546977,20.72753,countryarea
3284,SOUTH AFRICA,KwaZulu-Natal,Glenashley,54.1069262,-6.1887656,locatie
3285,SOUTH AFRICA,KwaZulu-Natal,Cape Vidal,-28.1273367,32.5570283,locatie
3286,USA,Florida,"Cocoa Beach, Brevard County",28.3194741,-80.6102592,locatie
3287,VANUATU,Malampa Province,"Ranon, Ambryn",-16.107025,167.417402,countryarea
3288,USA,Hawaii,2 miles off Keahole Airport,19.593801499999998,-155.42837009716908,countryarea
3289,USA,Florida,"Hobe Sound, Palm Beach County",27.7567667,-81.4639835,countryarea
3290,SOUTH AFRICA,Eastern Cape Province,Qolera River,-32.2171831,26.6386401,countryarea
3291,SOUTH AFRICA,Western Cape Province,"Macassar, False Bay",-34.0564228,18.754151569165085,locatie
3292,SOUTH AFRICA,Western Cape Province,Klein River Lagoon,-33.546977,20.72753,countryarea
3293,SOUTH AFRICA,Western Cape Province,"Bluegums Rock, Partridge Point",-33.546977,20.72753,countryarea
3294,AUSTRALIA,South Australia,"Cactus Beach, near Ceduna",-30.5343665,135.6301212,countryarea
3295,AUSTRALIA,Queensland,"Buddina Beach, south of Noosa",-22.1646782,144.5844903,countryarea
3296,SOUTH AFRICA,Western Cape Province,Off Macassar Beach,-33.546977,20.72753,countryarea
3297,USA,California,"McClure Beach, near Tomales Point, Marin County",36.7014631,-118.755997,countryarea
3298,USA,Florida,"St. Petersburg, Pinellas County",27.7703796,-82.6695085,locatie
3299,USA,California,"Off San Diego, San Diego County",33.0495163,-116.3014456,locatie
3300,USA,Florida,"12 miles northeast of Mayport, Duval County",27.7567667,-81.4639835,countryarea
3301,USA,Texas,Padre Island,26.8445017,-97.3677593,locatie
3302,SOUTH AFRICA,Western Cape Province,13 km off Knysna,-33.546977,20.72753,countryarea
3303,AUSTRALIA,Queensland,Southport,53.6475988,-3.0041751,locatie
3304,AUSTRALIA,Queensland,Tallebudgera,-28.150904500000003,153.42054221547048,locatie
3305,USA,Hawaii,"Ka'anapali, Maui",20.94256175,-156.69087359310777,locatie
3306,SOUTH AFRICA,Western Cape Province,"Lappiesbaai Beach, Stilbaai",-33.546977,20.72753,countryarea
3307,AUSTRALIA,Queensland,Near Moreton Island in Moreton Bay,-27.0523862,153.167834,locatie
3308,AUSTRALIA,Queensland,Near Moreton Island in Moreton Bay,-27.0523862,153.167834,locatie
3309,AUSTRALIA,Queensland,Near Moreton Island in Moreton Bay,-27.0523862,153.167834,locatie
3310,AUSTRALIA,New South Wales,"Kingscliffe Beach, south of Tweed Heads",-31.8759835,147.2869493,countryarea
3311,AUSTRALIA,Victoria,Sorrento Back Beach,-38.3457059,144.7247571,locatie
3312,NEW CALEDONIA,,I'le Ouen,48.7345787,0.6954116,locatie
3313,MEXICO,Guerrero,La Playa Hornos (near Acapulco),17.666667,-100.0,countryarea
3314,AUSTRALIA,Queensland,Caloundra,-26.7981633,153.1354434,locatie
3315,USA,California,"San Miguel Island, Santa Barbara County",34.045202450000005,-120.37952995411791,locatie
3316,SOUTH AFRICA,Western Cape Province,Clifton,40.8584328,-74.1637553,locatie
3317,AUSTRALIA,Queensland,Southport Bar,39.6457319,-86.1326166,locatie
3318,USA,Florida,"Delray Beach, Palm Beach County",26.4614625,-80.0728201,locatie
3319,SOUTH AFRICA,KwaZulu-Natal,Warner Beach,-30.0819444,30.8658333,locatie
3320,SOUTH AFRICA,Western Cape Province,Macassar,-5.1342962,119.4124282,locatie
3321,SOUTH AFRICA,Western Cape Province,Gordon’s Bay,-34.1611249,18.8686867,locatie
3322,USA,California,"Moonstone Beach, Humboldt County",41.029767,-124.110057,locatie
3323,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis,-34.208091,24.832673,locatie
3324,NEW CALEDONIA,,Sarcelle,16.160159,-61.5922738,locatie
3325,AUSTRALIA,South Australia,"Point Lowly, north of Whyalla",-32.9840684,137.7804351,locatie
3326,HONG KONG,South China Sea 200 miles from Hong Kong,,error,error,error
3327,USA,Florida,"Jacksonville, Duval County",30.3321838,-81.655651,locatie
3328,USA,Florida,"Jacksonville, Duval County",30.3321838,-81.655651,locatie
3329,USA,Florida,"Sebastian, Indian River County",27.816415,-80.4706078,locatie
3330,USA,North Carolina,"Emerald Isle Pier (near Morehead City), Carteret County",35.6729639,-79.0392919,countryarea
3331,USA,Oregon,Winchester Bay,43.67760655,-124.17378858948894,locatie
3332,USA,Florida,St. Lucie County,27.3900897,-80.457904,locatie
3333,USA,Louisiana,Scofield - Sandy Point,30.8703881,-92.007126,countryarea
3334,USA,Hawaii,"Maha'ulepu, Koloa, Kaua'i",19.593801499999998,-155.42837009716908,countryarea
3335,USA,Florida,St. Lucie County,27.3900897,-80.457904,locatie
3336,USA,Florida,"St. Andrews State Park, Bay County",30.131226849999997,-85.7360288160103,locatie
3337,USA,Hawaii,"Kama'ole Beach, Park No. 1, Kihei, Maui",19.593801499999998,-155.42837009716908,countryarea
3338,ITALY,Reggio Calabria Province,Bovalino,38.148971,16.174004,locatie
3339,AUSTRALIA,Queensland,Off Stradbroke Island,-22.1646782,144.5844903,countryarea
3340,SOUTH AFRICA,Western Cape Province,40 km off Cape Point,-33.546977,20.72753,countryarea
3341,USA,Texas,Galveston Island,29.2221833,-94.90881,locatie
3342,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
3343,SOUTH AFRICA,Western Cape Province,Robberg Point,-34.1012447,23.3834476,locatie
3344,SOUTH AFRICA,Western Cape Province,"2 km from Macassar, False Bay",-33.546977,20.72753,countryarea
3345,SOUTH AFRICA,Western Cape Province,"2 km from Macassar, False Bay",-33.546977,20.72753,countryarea
3346,SOUTH AFRICA,Western Cape Province,False Bay,-34.2107959,18.6409129,locatie
3347,SOUTH AFRICA,Western Cape Province,Hartenbos,-34.1252157,22.1134424,locatie
3348,AUSTRALIA,Queensland,Harvey Bay,52.2248321,-118.44564384998644,locatie
3349,SOUTH AFRICA,Western Cape Province,Kalk Bay,-34.12717245,18.44683161699767,locatie
3350,USA,Florida,"Off Fort Pierce, St Lucie County",27.3933242,-80.3714259,locatie
3351,NEW ZEALAND,North Island,"Te Kaha, East coast",-38.00353045,175.95785260835657,countryarea
3352,USA,Hawaii,"Off Lahaina, Maui",19.593801499999998,-155.42837009716908,countryarea
3353,AUSTRALIA,South Australia,Glenelg,57.2124802,-5.6208263,locatie
3354,USA,California,Farallon Islands,37.7332634,-123.0344446,locatie
3355,AUSTRALIA,New South Wales,"Porpoise Pool, Tweed Heads",-31.8759835,147.2869493,countryarea
3356,AUSTRALIA,New South Wales,"Queenscliff, Sydney",-33.7823916,151.2854011,locatie
3357,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",-29.862027400000002,31.037410200593246,locatie
3358,AUSTRALIA,Queensland,Lookout Point,41.4173799,-121.8030546,locatie
3359,USA,Florida,"Crescent Beach, St. Johns County",29.738289,-81.24230475946248,locatie
3360,USA,New Jersey,"Sandy Hook, Monmouth County",40.4617245,-74.00202405457003,locatie
3361,AUSTRALIA,New South Wales,"Lennox Head, Ballina",-28.7910334,153.5878047,locatie
3362,USA,California,"Seal Beach, Orange County",33.7423967,-118.1055926,locatie
3363,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,-28.7707857,32.0577775,locatie
3364,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis,-34.208091,24.832673,locatie
3365,USA,Florida,"Daytona Beach, Volusia County",29.2108147,-81.0228331,locatie
3366,USA,California,"Usal Creek, Bear Harbor, Mendocino County",36.7014631,-118.755997,countryarea
3367,HONG KONG,Mirs Bay,,22.48988395,114.4011686786859,area
3368,USA,Oregon,,43.9792797,-120.737257,area
3369,AUSTRALIA,Tasmania,"Fluted Cape, Bruny Island",-42.035067,146.6366887,countryarea
3370,USA,Florida,"Off Hutchinson Island, St Lucie County",27.7567667,-81.4639835,countryarea
3371,AUSTRALIA,Queensland,Maroochydore,-26.6556523,153.0946684,locatie
3372,USA,California,"Perch Rock, Point Conception, Santa Barbara County",36.7014631,-118.755997,countryarea
3373,USA,California,"Point Conception, Santa Barbara County",34.448613,-120.4717299,locatie
3374,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
3375,AUSTRALIA,Western Australia,"15 km north of Lancelin, north of Perth",-25.2303005,121.0187246,countryarea
3376,USA,Florida,"Indiatlantic, Brevard County",28.1002928,-80.5733857,locatie
3377,USA,South Carolina,"Windy Hill, near Myrtle Beach, Horry County",33.6874388,-80.4363743,countryarea
3378,USA,South Carolina,"North Myrtle Beach, Horry County",33.8278405,-78.6800323,locatie
3379,USA,Alabama,5 miles off the coast,33.2588817,-86.8295337,countryarea
3380,USA,Florida,"Daytona Beach, Volusia County",29.2108147,-81.0228331,locatie
3381,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
3382,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
3383,USA,Florida,"Daytona Beach, Volusia County",29.2108147,-81.0228331,locatie
3384,ITALY,Genoa Province,Cervara,42.7769603,13.4736696,locatie
3385,SOUTH AFRICA,KwaZulu-Natal,Durban,-29.861825,31.009909,locatie
3386,SOUTH AFRICA,Western Cape Province,Millers Point,-33.8599129,151.2041274,locatie
3387,SOUTH AFRICA,KwaZulu-Natal,Tongaat,-29.560833,31.122222,locatie
3388,AUSTRALIA,Queensland,Mornington Island,-16.5625647,139.34064086040513,locatie
3389,USA,Florida,"Clearwater Beach, Pinellas County",27.9774736,-82.8279313,locatie
3390,AUSTRALIA,Queensland,Southport Aquarium,53.6423655,-3.0012096,locatie
3391,SOUTH AFRICA,Western Cape Province,"Boggomsbaai, Mossel Bay",-34.266022,21.910615,locatie
3392,BANGLADESH,Ganges-Brahmaputra delta,,error,error,error
3393,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",-30.0468053,30.890679,locatie
3394,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,-34.052778,23.369444,locatie
3395,AUSTRALIA,South Australia,(Point Sinclair) Penong,-31.928627,133.006633,locatie
3396,AUSTRALIA,Victoria,Anglesea,-38.4051948,144.188958,locatie
3397,AUSTRALIA,Queensland,Currumbin Rock,-28.125399350000002,153.48649452946262,locatie
3398,SOUTH AFRICA,Western Cape Province,"Beespens, False Bay",-33.546977,20.72753,countryarea
3399,AUSTRALIA,South Australia,Coffin Bay,-34.6211018,135.4632303,locatie
3400,BERMUDA,,,alleen land bekend,alleen land bekend,error
3401,REUNION,,,alleen land bekend,alleen land bekend,error
3402,AUSTRALIA,Western Australia,Geographe Bay,-33.57334,115.2648,locatie
3403,USA,Florida,"Daytona Beach, Volusia County",29.2108147,-81.0228331,locatie
3404,USA,California,"North of Point Sur, Monterey County",36.7014631,-118.755997,countryarea
3405,USA,California,"North Farallon Island, Farallon Islands",36.7014631,-118.755997,countryarea
3406,ISRAEL,Red Sea,"North Beach, Eilat",error,error,error
3407,USA,California,"Franklin Point, San Mateo County",37.1498114,-122.360111,locatie
3408,USA,California,"Franklin Point, San Mateo County",37.1498114,-122.360111,locatie
3409,AUSTRALIA,Queensland,"Junpinpin, off Stradbroke Island",-22.1646782,144.5844903,countryarea
3410,USA,Oregon,Myers Creek,31.2330994,-89.2701912,locatie
3411,HONG KONG,Mirs Bay,,22.48988395,114.4011686786859,area
3412,HONG KONG,Mirs Bay,,22.48988395,114.4011686786859,area
3413,HONG KONG,Mirs Bay,,22.48988395,114.4011686786859,area
3414,HONG KONG,Mirs Bay,,22.48988395,114.4011686786859,area
3415,CROATIA,Split-Dalmatia County,"Lokva Rogoznica, Omis",43.4073158,16.7819659,locatie
3416,USA,California,"San Gregorio Beach, San Mateo County",37.3226295,-122.403734,locatie
3417,USA,California,"Albion Cove, Albion, Mendocino County",39.2274004,-123.7741808,locatie
3418,USA,Georgia,"Back River, Savannah Beach, Chatham County",33.738743,-84.35898851883468,countryarea
3419,USA,Florida,Gulf of Mexico,24.4870296,-89.5363207573838,locatie
3420,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
3421,USA,California,"Tomales Point, Marin County",38.2139865,-122.9747413,locatie
3422,BRAZIL,,,alleen land bekend,alleen land bekend,error
3423,SOUTH AFRICA,Western Cape Province,Arniston,-34.668056,20.231111,locatie
3424,SOUTH AFRICA,Eastern Cape Province,Glengariff,-32.8938889,28.0888889,locatie
3425,USA,Florida,"Haulover Beach, Miami-Dade County",25.907562499999997,-80.12140990445131,locatie
3426,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",-30.0468053,30.890679,locatie
3427,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,-30.0497222,30.8886111,locatie
3428,SOUTH AFRICA,Western Cape Province,Macassar,-5.1342962,119.4124282,locatie
3429,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",-30.0468053,30.890679,locatie
3430,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amanzimtoti",-30.0468053,30.890679,locatie
